id,name,type,synonyms
ORPHA:182064,Rare neuroinflammatory or neuroimmunological disease,Disease,
ORPHA:182067,Glial tumor,Disease,
ORPHA:182070,Rare neurodegenerative disease,Disease,
ORPHA:182073,OBSOLETE: Syndromic neurometabolic disease with non-X-linked intellectual disability,Disease,
ORPHA:182076,OBSOLETE: Syndromic neurometabolic disease with X-linked intellectual disability,Disease,
ORPHA:182079,ARX-related epileptic encephalopathy,Disease,
ORPHA:182083,Channelopathy with epilepsy,Disease,
ORPHA:182086,Acquired peripheral neuropathy,Disease,
ORPHA:182090,Pulmonary arterial hypertension,Disease,
ORPHA:182095,Interstitial lung disease,Disease,
ORPHA:182098,Pneumoconiosis,Disease,
ORPHA:182101,Idiopathic eosinophilic pneumonia,Disease,
ORPHA:182104,Secondary interstitial lung disease in childhood and adulthood associated with a connective tissue disease,Disease,
ORPHA:182108,Thoracic malformation,Disease,
ORPHA:182111,Respiratory malformation,Disease,
ORPHA:182114,Rare urogenital tumor,Disease,
ORPHA:182117,Non-syndromic urogenital tract malformation of female,Disease,
ORPHA:182121,Non-syndromic urogenital tract malformation of male,Disease,
ORPHA:182124,Non-syndromic urogenital tract malformation of male and female,Disease,
ORPHA:182127,Extragonadal germinoma,Disease,
ORPHA:182130,Tumor of endocrine glands,Disease,
ORPHA:1822,Dysplasia epiphysealis hemimelica,Disease,
ORPHA:182214,OBSOLETE: Rare inflammatory eye disease,Disease,
ORPHA:182222,Rare systemic disease,Disease,
ORPHA:182228,Systemic autoimmune disease,Disease,
ORPHA:182231,Rare rheumatologic disease,Disease,
ORPHA:1823,OBSOLETE: Localized epiphyseal dysplasia,Disease,
ORPHA:1824,Lowry-Wood syndrome,Disease,
ORPHA:1825,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,Disease,
ORPHA:182553,chimerin 1,Disease,
ORPHA:1826,Frontometaphyseal dysplasia,Disease,
ORPHA:1827,Acromelic frontonasal dysplasia,Disease,
ORPHA:182734,Genetic urticaria,Disease,
ORPHA:183,Eosinophilic granulomatosis with polyangiitis,Disease,
ORPHA:1830,Schimke immuno-osseous dysplasia,Disease,
ORPHA:1831,De Hauwere syndrome,Disease,
ORPHA:1832,Osteosclerotic bone dysplasia,Disease,
ORPHA:1834,Axial mesodermal dysplasia spectrum,Disease,
ORPHA:183422,Polymalformative genetic syndrome with increased risk of developing cancer,Disease,
ORPHA:183426,Genetic epidermal disorder,Disease,
ORPHA:183435,Inherited ichthyosis,Disease,
ORPHA:183438,Genetic erythrokeratoderma,Disease,
ORPHA:183441,Genetic acrokeratoderma,Disease,
ORPHA:183444,Genetic porokeratosis,Disease,
ORPHA:183447,Genetic epidermal appendage anomaly,Disease,
ORPHA:183450,Genetic hair anomaly,Disease,
ORPHA:183454,Genetic nail anomaly,Disease,
ORPHA:183460,Genetic sebaceous gland anomaly,Disease,
ORPHA:183463,Genetic pigmentation anomaly of the skin,Disease,
ORPHA:183466,Genetic hyperpigmentation of the skin,Disease,
ORPHA:183469,Genetic hypopigmentation of the skin,Disease,
ORPHA:183472,Genetic dermis disorder,Disease,
ORPHA:183478,Genetic skin vascular disorder,Disease,
ORPHA:183481,Genetic mixed dermis disorder,Disease,
ORPHA:183484,Genetic subcutaneous tissue disorder,Disease,
ORPHA:183487,Genetic skin tumor or hamartoma,Disease,
ORPHA:183490,Genetic photodermatosis,Disease,
ORPHA:183494,Genetic immune deficiency with skin involvement,Disease,
ORPHA:183497,Genetic neuromuscular disease,Disease,
ORPHA:183500,Genetic neurodegenerative disease,Disease,
ORPHA:183503,Genetic central nervous system and retinal vascular disease,Disease,
ORPHA:183506,Genetic central nervous system malformation,Disease,
ORPHA:183509,Rare genetic headache,Disease,
ORPHA:183512,Rare genetic epilepsy,Disease,
ORPHA:183515,Rare genetic medullar disease,Disease,
ORPHA:183518,Hereditary ataxia,Disease,
ORPHA:183521,Rare genetic movement disorder,Disease,
ORPHA:183524,Rare genetic bone disease,Disease,
ORPHA:183527,Genetic bone tumor,Disease,
ORPHA:183530,Rare genetic developmental defect during embryogenesis,Disease,
ORPHA:183533,Genetic multiple congenital anomalies/dysmorphic syndrome,Disease,
ORPHA:183536,Genetic congenital limb malformation,Disease,
ORPHA:183539,Genetic renal or urinary tract malformation,Disease,
ORPHA:183542,Genetic cranial malformation,Disease,
ORPHA:183545,Genetic digestive tract malformation,Disease,
ORPHA:183548,"Genetic visceral malformation of the liver, biliary tract, pancreas or spleen",Disease,
ORPHA:183554,Genetic respiratory or mediastinal malformation,Disease,
ORPHA:183557,Genetic developmental defect of the eye,Disease,
ORPHA:183570,Genetic malformation syndrome with short stature,Disease,
ORPHA:183573,Genetic overgrowth/obesity syndrome,Disease,
ORPHA:183576,Genetic branchial arch or oral-acral syndrome,Disease,
ORPHA:183580,Genetic malformation syndrome with odontal and/or periodontal component,Disease,
ORPHA:183583,Genetic head and neck malformation,Disease,
ORPHA:183586,Genetic glomerular disease,Disease,
ORPHA:183589,Genetic thrombotic microangiopathy,Disease,
ORPHA:183592,Genetic renal tubular disease,Disease,
ORPHA:183595,Genetic renal tumor,Disease,
ORPHA:183598,"OBSOLETE: Rare genetic palpebral, lacrimal system and conjunctival disease",Disease,
ORPHA:1836,"Mesomelic dysplasia, Kantaputra type",Disease,
ORPHA:183601,OBSOLETE: Rare genetic refraction anomaly,Disease,
ORPHA:183604,OBSOLETE: Rare genetic glaucoma,Disease,
ORPHA:183607,Genetic lens and zonula anomaly,Disease,
ORPHA:183616,Genetic neuro-ophthalmological disease,Disease,
ORPHA:183619,Genetic eye tumor,Disease,
ORPHA:183622,Genetic respiratory malformation,Disease,
ORPHA:183625,Rare genetic diabetes mellitus,Disease,
ORPHA:183628,Rare genetic hypothalamic or pituitary disease,Disease,
ORPHA:183631,Rare genetic thyroid disease,Disease,
ORPHA:183634,Rare genetic parathyroid disease and phosphocalcic metabolism disorder,Disease,
ORPHA:183637,Rare genetic adrenal disease,Disease,
ORPHA:183643,Genetic polyendocrinopathy,Disease,
ORPHA:183651,Rare constitutional anemia,Disease,
ORPHA:183654,Rare genetic coagulation disorder,Disease,
ORPHA:183660,Severe combined immunodeficiency,Disease,
ORPHA:183663,Hyper-IgM syndrome with susceptibility to opportunistic infections,Disease,
ORPHA:183666,Hyper-IgM syndrome without susceptibility to opportunistic infections,Disease,
ORPHA:183669,Agammaglobulinemia,Disease,
ORPHA:183672,OBSOLETE: Common variable immunodeficiency due to TNFR deficiency,Disease,
ORPHA:183675,Recurrent infections associated with rare immunoglobulin isotypes deficiency,Disease,
ORPHA:183678,Hermansky-Pudlak syndrome due to AP-3 deficiency,Disease,
ORPHA:183681,Congenital functional phagocyte defect,Disease,
ORPHA:1837,"Metaphyseal chondrodysplasia, Rosenberg type",Disease,
ORPHA:183707,Infantile LAD-like disease due to RAC2 deficiency,Disease,
ORPHA:183710,Genetic susceptibility to infections due to particular pathogens,Disease,
ORPHA:183713,OBSOLETE: Bacterial susceptibility due to TLR signaling pathway deficiency,Disease,
ORPHA:183716,OBSOLETE: Other complex syndrome of primary immunodeficiency,Disease,
ORPHA:183731,Rare genetic gynecological and obstetrical diseases,Disease,
ORPHA:183734,Genetic gynecological tumor,Disease,
ORPHA:183757,Rare genetic intellectual disability,Disease,
ORPHA:183763,Rare genetic syndromic intellectual disability,Disease,
ORPHA:183770,Rare genetic immune disease,Disease,
ORPHA:1838,Metaphyseal dysplasia without hypotrichosis,Disease,
ORPHA:183879,forkhead box N1,Disease,
ORPHA:183883,mannosyl-oligosaccharide glucosidase,Disease,
ORPHA:183886,mucin like 3,Disease,
ORPHA:183890,CCAAT enhancer binding protein epsilon,Disease,
ORPHA:183893,transaldolase 1,Disease,
ORPHA:183895,ADAMTS like 2,Disease,
ORPHA:1839,Hereditary mucoepithelial dysplasia,Disease,
ORPHA:183907,NADH:ubiquinone oxidoreductase subunit A11,Disease,
ORPHA:183913,endothelial PAS domain protein 1,Disease,
ORPHA:183924,mitochondrially encoded tRNA-Leu (CUN) 2,Disease,
ORPHA:183928,nucleoporin 155,Disease,
ORPHA:183933,Wnt family member 10B,Disease,
ORPHA:183938,dynein cytoplasmic 2 heavy chain 1,Disease,
ORPHA:184,Cherubism,Disease,
ORPHA:1842,"Bone dysplasia, lethal Holmgren type",Disease,
ORPHA:1844,"OBSOLETE: Bone dysplasia, Azouz type",Disease,
ORPHA:1848,"Renal agenesis, bilateral",Disease,
ORPHA:1849,OBSOLETE: Infundibulopelvic stenosis-multicystic kidney syndrome,Disease,
ORPHA:185,Scimitar syndrome,Disease,
ORPHA:1850,Renal dysplasia-megalocystis-sirenomelia syndrome,Disease,
ORPHA:1851,Multicystic dysplastic kidney,Disease,
ORPHA:1852,OBSOLETE: X-linked retinal dysplasia,Disease,
ORPHA:1855,Spondyloenchondrodysplasia,Disease,
ORPHA:1856,Spondyloperipheral dysplasia-short ulna syndrome,Disease,
ORPHA:1858,Skeletal dysplasia-epilepsy-short stature syndrome,Disease,
ORPHA:186,Primary biliary cholangitis,Disease,
ORPHA:1860,Thanatophoric dysplasia type 1,Disease,
ORPHA:1861,Thoracic dysplasia-hydrocephalus syndrome,Disease,
ORPHA:1863,NON RARE IN EUROPE: Trochlear dysplasia,Disease,
ORPHA:1864,OBSOLETE: Congenital valvular dysplasia,Disease,
ORPHA:1865,"Dyssegmental dysplasia, Silverman-Handmaker type",Disease,
ORPHA:1866,"Focal, segmental or multifocal dystonia",Disease,
ORPHA:1867,"Hereditary bullous dystrophy, macular type",Disease,
ORPHA:187,Citrullinemia,Disease,
ORPHA:1871,Progressive cone dystrophy,Disease,
ORPHA:1872,Cone rod dystrophy,Disease,
ORPHA:1873,Jalili syndrome,Disease,
ORPHA:1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,Disease,
ORPHA:1876,Oculogastrointestinal muscular dystrophy,Disease,
ORPHA:1877,Muscular dystrophy-white matter spongiosis syndrome,Disease,
ORPHA:1878,TRIM32-related limb-girdle muscular dystrophy R8,Disease,
ORPHA:1879,Melorheostosis with osteopoikilosis,Disease,
ORPHA:188,Systemic capillary leak syndrome,Disease,
ORPHA:1880,Ebstein malformation of the tricuspid valve,Disease,
ORPHA:1882,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,Disease,
ORPHA:1883,Ectodermal dysplasia-sensorineural deafness syndrome,Disease,
ORPHA:1884,Ectopia lentis-chorioretinal dystrophy-myopia syndrome,Disease,
ORPHA:1885,Isolated ectopia lentis,Disease,
ORPHA:1888,Ectrodactyly-ectodermal dysplasia without clefting syndrome,Disease,
ORPHA:188809,synaptic Ras GTPase activating protein 1,Disease,
ORPHA:188814,apolipoprotein A2,Disease,
ORPHA:1889,Ectrodactyly-cleft palate syndrome,Disease,
ORPHA:189,Hidrotic ectodermal dysplasia,Disease,
ORPHA:1891,Intellectual disability-spasticity-ectrodactyly syndrome,Disease,
ORPHA:189127,latent transforming growth factor beta binding protein 3,Disease,
ORPHA:189131,matrin 3,Disease,
ORPHA:189135,"membrane bound transcription factor peptidase, site 2",Disease,
ORPHA:189174,homeobox D10,Disease,
ORPHA:1892,Ectrodactyly-polydactyly syndrome,Disease,
ORPHA:189325,vacuolar ATPase assembly factor VMA21,Disease,
ORPHA:189330,ALX homeobox 3,Disease,
ORPHA:189333,microRNA 96,Disease,
ORPHA:189338,SMAD family member 9,Disease,
ORPHA:189344,potassium inwardly rectifying channel subfamily J member 10,Disease,
ORPHA:189348,latent transforming growth factor beta binding protein 2,Disease,
ORPHA:1894,Ectrodactyly-spina bifida-cardiopathy syndrome,Disease,
ORPHA:189424,OBSOLETE: ACTH-independent Cushing syndrome due to bilateral adrenocortical hyperplasia,Disease,
ORPHA:189427,Cushing syndrome due to bilateral macronodular adrenocortical disease,Disease,
ORPHA:189439,OBSOLETE: Primary pigmented nodular adrenocortical disease,Disease,
ORPHA:189466,Familial isolated hypoparathyroidism due to impaired PTH secretion,Disease,
ORPHA:1895,Edinburgh malformation syndrome,Disease,
ORPHA:1896,EEC syndrome,Disease,
ORPHA:1897,EEM syndrome,Disease,
ORPHA:1899,Arthrochalasia Ehlers-Danlos syndrome,Disease,
ORPHA:19,2-hydroxyglutaric aciduria,Disease,
ORPHA:190,Coats disease,Disease,
ORPHA:1900,Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency,Disease,
ORPHA:1901,Dermatosparaxis Ehlers-Danlos syndrome,Disease,
ORPHA:1902,Ehrlichiosis,Disease,
ORPHA:1906,Fetal valproate spectrum disorder,Disease,
ORPHA:1908,Aminopterin/methotrexate embryofetopathy,Disease,
ORPHA:1909,Indomethacin embryofetopathy,Disease,
ORPHA:191,Cockayne syndrome,Disease,
ORPHA:1910,Fetal iodine syndrome,Disease,
ORPHA:1911,Cocaine embryofetopathy,Disease,
ORPHA:1912,Fetal hydantoin syndrome,Disease,
ORPHA:1913,Fetal trimethadione syndrome,Disease,
ORPHA:1914,Vitamin K antagonist embryofetopathy,Disease,
ORPHA:1915,Fetal alcohol syndrome,Disease,
ORPHA:1916,Diethylstilbestrol syndrome,Disease,
ORPHA:1917,Fetal methylmercury syndrome,Disease,
ORPHA:1918,Fetal minoxidil syndrome,Disease,
ORPHA:1919,Phenobarbital embryopathy,Disease,
ORPHA:192,Coffin-Lowry syndrome,Disease,
ORPHA:1920,Toluene embryopathy,Disease,
ORPHA:1923,Methimazole embryofetopathy,Disease,
ORPHA:1926,Diabetic embryopathy,Disease,
ORPHA:1927,Emery-Nelson syndrome,Disease,
ORPHA:1928,Congenital lobar emphysema,Disease,
ORPHA:1929,Rasmussen subacute encephalitis,Disease,
ORPHA:193,Cohen syndrome,Disease,
ORPHA:1930,Herpes simplex virus encephalitis,Disease,
ORPHA:1931,Frontal encephalocele,Disease,
ORPHA:1933,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",Disease,
ORPHA:1934,Early infantile developmental and epileptic encephalopathy,Disease,
ORPHA:1935,Early myoclonic encephalopathy,Disease,
ORPHA:1937,Eng-Strom syndrome,Disease,
ORPHA:1939,OBSOLETE: Envenomization by Bothrops lanceolatus,Disease,
ORPHA:194,OBSOLETE: Ocular coloboma,Disease,
ORPHA:1940,Shoulder and thorax deformity-congenital heart disease syndrome,Disease,
ORPHA:1941,Juvenile absence epilepsy,Disease,
ORPHA:1942,Epilepsy with myoclonic-atonic seizures,Disease,
ORPHA:1943,Early-onset progressive encephalopathy with migrant continuous myoclonus,Disease,
ORPHA:1945,Self-limited epilepsy with centrotemporal spikes,Disease,
ORPHA:1946,Amelocerebrohypohidrotic syndrome,Disease,
ORPHA:1947,Northern epilepsy,Disease,
ORPHA:1948,Epilepsy-microcephaly-skeletal dysplasia syndrome,Disease,
ORPHA:1949,Self-limited neonatal epilepsy,Disease,
ORPHA:195,Cat-eye syndrome,Disease,
ORPHA:1951,Epilepsy-telangiectasia syndrome,Disease,
ORPHA:1952,Epiphyseal stippling-osteoclastic hyperplasia syndrome,Disease,
ORPHA:1954,Congenital lethal erythroderma,Disease,
ORPHA:1955,Spinocerebellar ataxia type 34,Disease,
ORPHA:1956,OBSOLETE: Erythromelalgia,Disease,
ORPHA:1957,Esthesioneuroblastoma,Disease,
ORPHA:1959,Evans syndrome,Disease,
ORPHA:1962,Exostoses-anetodermia-brachydactyly type E syndrome,Disease,
ORPHA:1964,Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,Disease,
ORPHA:1968,Flat face-microstomia-ear anomaly syndrome,Disease,
ORPHA:1969,Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,Disease,
ORPHA:1970,Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,Disease,
ORPHA:1972,Lethal faciocardiomelic dysplasia,Disease,
ORPHA:1973,Faciocardiorenal syndrome,Disease,
ORPHA:1974,Autosomal recessive faciodigitogenital syndrome,Disease,
ORPHA:1979,Lipodystrophy due to peptidic growth factors deficiency,Disease,
ORPHA:198,Occipital horn syndrome,Disease,
ORPHA:1980,Bilateral striopallidodentate calcinosis,Disease,
ORPHA:1981,Fanconi syndrome-ichthyosis-dysmorphism syndrome,Disease,
ORPHA:1983,NON RARE IN EUROPE: Chronic fatigue syndrome,Disease,
ORPHA:1984,Fechtner syndrome,Disease,
ORPHA:1986,Gollop-Wolfgang complex,Disease,
ORPHA:1987,Isolated femoral agenesis/hypoplasia,Disease,
ORPHA:1988,Femoral-facial syndrome,Disease,
ORPHA:199,Cornelia de Lange syndrome,Disease,
ORPHA:1991,Cleft lip with or without cleft palate,Disease,
ORPHA:199241,Pulmonary capillary hemangiomatosis,Disease,
ORPHA:199244,Nelson syndrome,Disease,
ORPHA:199247,Corticosteroid-binding globulin deficiency,Disease,
ORPHA:199251,Ledderhose disease,Disease,
ORPHA:199257,Superficial fibromatosis,Disease,
ORPHA:199260,Calcifying aponeurotic fibroma,Disease,
ORPHA:199267,Infantile digital fibromatosis,Disease,
ORPHA:199276,Familial multiple lipomatosis,Disease,
ORPHA:199279,Familial angiolipomatosis,Disease,
ORPHA:199282,Harlequin syndrome,Disease,
ORPHA:199285,Hereditary hypercarotenemia and vitamin A deficiency,Disease,
ORPHA:199293,Congenital microgastria,Disease,
ORPHA:199296,Congenital isolated ACTH deficiency,Disease,
ORPHA:199299,Late-onset isolated ACTH deficiency,Disease,
ORPHA:1993,Pai syndrome,Disease,
ORPHA:199302,Isolated cleft lip,Disease,
ORPHA:199306,Cleft lip/palate,Disease,
ORPHA:199310,Tetragametic chimerism syndrome,Disease,
ORPHA:199315,Familial clubfoot with or without associated lower limb anomalies,Disease,
ORPHA:199318,15q13.3 microdeletion syndrome,Disease,
ORPHA:199323,Endophthalmitis,Disease,
ORPHA:199326,"Isolated autosomal dominant hypomagnesemia, Glaudemans type",Disease,
ORPHA:199329,"Congenital myopathy, Paradas type",Disease,
ORPHA:199332,Endocrine-cerebro-osteodysplasia syndrome,Disease,
ORPHA:199337,Pancreatic insufficiency-anemia-hyperostosis syndrome,Disease,
ORPHA:199340,BAG3-related myofibrillar myopathy,Disease,
ORPHA:199343,EAST syndrome,Disease,
ORPHA:199348,Thiamine-responsive encephalopathy,Disease,
ORPHA:199351,Adult-onset dystonia-parkinsonism,Disease,
ORPHA:199354,Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy,Disease,
ORPHA:1995,OBSOLETE: Cleft lip-retinopathy syndrome,Disease,
ORPHA:199627,Atypical autism,Disease,
ORPHA:199630,Isolated cerebellar vermis hypoplasia,Disease,
ORPHA:199633,Non-syndromic cerebral malformation,Disease,
ORPHA:199639,Syndrome with corpus callosum agenesis/dysgenesis as a major feature,Disease,
ORPHA:199642,Isolated congenital microcephaly,Disease,
ORPHA:199647,Isolated encephalocele,Disease,
ORPHA:1997,Blepharo-cheilo-odontic syndrome,Disease,
ORPHA:199890,gamma-aminobutyric acid type A receptor subunit alpha3,Disease,
ORPHA:199894,cadherin 15,Disease,
ORPHA:199900,kirre like nephrin family adhesion molecule 3,Disease,
ORPHA:20,3-hydroxy-3-methylglutaric aciduria,Disease,
ORPHA:200,Isolated corpus callosum agenesis,Disease,
ORPHA:200037,Paroxysmal dystonia,Disease,
ORPHA:2001,Cleft lip/palate-intestinal malrotation-cardiopathy syndrome,Disease,
ORPHA:2003,Cleft lip/palate-deafness-sacral lipoma syndrome,Disease,
ORPHA:2004,Laryngotracheoesophageal cleft,Disease,
ORPHA:200418,Immunodeficiency with factor I anomaly,Disease,
ORPHA:200421,Immunodeficiency with factor H anomaly,Disease,
ORPHA:2005,OBSOLETE: Laryngo-tracheo-esophageal cleft-pulmonary hypoplasia syndrome,Disease,
ORPHA:2006,Median cleft lip/mandible,Disease,
ORPHA:2007,Alar cartilages hypoplasia-coloboma-telecanthus syndrome,Disease,
ORPHA:200717,solute carrier family 25 member 38,Disease,
ORPHA:2008,Acrocardiofacial syndrome,Disease,
ORPHA:200951,AHR interacting HSP90 co-chaperone,Disease,
ORPHA:200995,cyclin dependent kinase inhibitor 1B,Disease,
ORPHA:201,Cowden syndrome,Disease,
ORPHA:2010,Cleft palate-stapes fixation-oligodontia syndrome,Disease,
ORPHA:201085,paired box 4,Disease,
ORPHA:201089,epidermal growth factor,Disease,
ORPHA:201091,neurexin 1,Disease,
ORPHA:201093,BRCA1 associated RING domain 1,Disease,
ORPHA:201095,guanylate cyclase activator 1B,Disease,
ORPHA:201101,iodotyrosine deiodinase,Disease,
ORPHA:201108,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,Disease,
ORPHA:201112,AKT serine/threonine kinase 2,Disease,
ORPHA:201114,MYD88 innate immune signal transduction adaptor,Disease,
ORPHA:201152,baculoviral IAP repeat containing 3,Disease,
ORPHA:201163,immunoglobulin heavy locus,Disease,
ORPHA:201171,forkhead box P1,Disease,
ORPHA:201252,growth hormone secretagogue receptor,Disease,
ORPHA:201277,serpin family F member 2,Disease,
ORPHA:201284,CD3 gamma subunit of T-cell receptor complex,Disease,
ORPHA:201291,serpin family A member 6,Disease,
ORPHA:201295,ORAI calcium release-activated calcium modulator 1,Disease,
ORPHA:2013,Cleft palate-large ears-small head syndrome,Disease,
ORPHA:201300,stromal interaction molecule 1,Disease,
ORPHA:2014,Cleft palate,Disease,
ORPHA:201488,cytochrome c oxidase subunit 4I2,Disease,
ORPHA:201494,BAG cochaperone 3,Disease,
ORPHA:201496,ciliogenesis associated kinase 1,Disease,
ORPHA:2015,Cleft palate-short stature-vertebral anomalies syndrome,Disease,
ORPHA:201502,paired like homeodomain 1,Disease,
ORPHA:201507,succinate dehydrogenase complex assembly factor 1,Disease,
ORPHA:201509,KIT ligand,Disease,
ORPHA:201516,ADAM metallopeptidase domain 9,Disease,
ORPHA:201522,interferon related developmental regulator 1,Disease,
ORPHA:201526,coenzyme Q9,Disease,
ORPHA:201531,NADH:ubiquinone oxidoreductase complex assembly factor 3,Disease,
ORPHA:201538,tubulin beta 2B class IIb,Disease,
ORPHA:201543,obscurin like cytoskeletal adaptor 1,Disease,
ORPHA:201546,kelch like family member 7,Disease,
ORPHA:201551,glypican 6,Disease,
ORPHA:201553,EMG1 N1-specific pseudouridine methyltransferase,Disease,
ORPHA:201560,ribonuclease T2,Disease,
ORPHA:201570,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,Disease,
ORPHA:201587,fibroblast growth factor 9,Disease,
ORPHA:201589,hepatocyte growth factor,Disease,
ORPHA:201595,pyrroline-5-carboxylate reductase 1,Disease,
ORPHA:2016,Cleft palate-lateral synechia syndrome,Disease,
ORPHA:2017,Sternal cleft,Disease,
ORPHA:201770,activating transcription factor 1,Disease,
ORPHA:2019,Femur-fibula-ulna complex,Disease,
ORPHA:202,Crandall syndrome,Disease,
ORPHA:2020,Congenital fiber-type disproportion myopathy,Disease,
ORPHA:2021,Fibrochondrogenesis,Disease,
ORPHA:2022,Endocardial fibroelastosis,Disease,
ORPHA:2023,Undifferentiated pleomorphic sarcoma,Disease,
ORPHA:2024,Hereditary gingival fibromatosis,Disease,
ORPHA:2025,Gingival fibromatosis-facial dysmorphism syndrome,Disease,
ORPHA:2026,Gingival fibromatosis-hypertrichosis syndrome,Disease,
ORPHA:2027,Gingival fibromatosis-progressive deafness syndrome,Disease,
ORPHA:2028,Juvenile hyaline fibromatosis,Disease,
ORPHA:2029,Multiple non-ossifying fibromatosis,Disease,
ORPHA:202940,Anomaly of puberty or/and menstrual cycle of genetic origin,Disease,
ORPHA:202948,Syndromic microphthalmia-anophthalmia-coloboma,Disease,
ORPHA:2030,Fibrosarcoma,Disease,
ORPHA:2031,Hepatic fibrosis-renal cysts-intellectual disability syndrome,Disease,
ORPHA:2032,Idiopathic pulmonary fibrosis,Disease,
ORPHA:2033,OBSOLETE: Multifocal muscular fibrosis-obstructed vessels syndrome,Disease,
ORPHA:2034,Filariasis,Disease,
ORPHA:2035,Lymphatic filariasis,Disease,
ORPHA:2036,Scalp-ear-nipple syndrome,Disease,
ORPHA:2037,Congenital aortopulmonary window,Disease,
ORPHA:2038,Pulmonary arteriovenous malformation,Disease,
ORPHA:2039,OBSOLETE: Congenital systemic arteriovenous fistula,Disease,
ORPHA:204,Sporadic Creutzfeldt-Jakob disease,Disease,
ORPHA:2040,Congenital respiratory-biliary fistula,Disease,
ORPHA:2041,Coronary arterial fistula,Disease,
ORPHA:2042,OBSOLETE: Tracheo-esophageal fistula-hypospadias syndrome,Disease,
ORPHA:2044,Floating-Harbor syndrome,Disease,
ORPHA:204411,Rac family small GTPase 2,Disease,
ORPHA:204415,neutrophil cytosolic factor 4,Disease,
ORPHA:204452,beta-carotene oxygenase 1,Disease,
ORPHA:2045,FLOTCH syndrome,Disease,
ORPHA:2047,Flynn-Aird syndrome,Disease,
ORPHA:2048,Foix-Chavany-Marie syndrome,Disease,
ORPHA:205,Crigler-Najjar syndrome,Disease,
ORPHA:2050,Cole-Carpenter syndrome,Disease,
ORPHA:2051,Fraser-like syndrome,Disease,
ORPHA:2052,Fraser syndrome,Disease,
ORPHA:2053,Freeman-Sheldon syndrome,Disease,
ORPHA:2054,OBSOLETE: Osteochondritis of tarsal/metatarsal bone,Disease,
ORPHA:2055,Growth deficiency-brachydactyly-dysmorphism syndrome,Disease,
ORPHA:205584,natriuretic peptide A,Disease,
ORPHA:205590,glutamate ionotropic receptor kainate type subunit 2,Disease,
ORPHA:205594,NHP2 ribonucleoprotein,Disease,
ORPHA:2056,Essential fructosuria,Disease,
ORPHA:2057,Blepharophimosis-ptosis-esotropia-syndactyly-short stature syndrome,Disease,
ORPHA:2058,Fryns-Smeets-Thiry syndrome,Disease,
ORPHA:2059,Fryns syndrome,Disease,
ORPHA:205932,"SEC23 homolog B, COPII component",Disease,
ORPHA:205934,mitochondrially encoded tRNA-Pro (CCN),Disease,
ORPHA:206,NON RARE IN EUROPE: Crohn disease,Disease,
ORPHA:2060,Fukuda-Miyanomae-Nakata syndrome,Disease,
ORPHA:2062,Progressive non-infectious anterior vertebral fusion,Disease,
ORPHA:2063,Splenogonadal fusion-limb defects-micrognathia syndrome,Disease,
ORPHA:2064,Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome,Disease,
ORPHA:206428,Hypoxanthine-guanine phosphoribosyltransferase deficiency,Disease,
ORPHA:206436,Infantile Krabbe disease,Disease,
ORPHA:206443,Late-infantile/juvenile Krabbe disease,Disease,
ORPHA:206448,Adult Krabbe disease,Disease,
ORPHA:206470,Cystadenoma of childhood,Disease,
ORPHA:206473,OBSOLETE: Borderline epithelial tumor of ovary,Disease,
ORPHA:206484,Gonadoblastoma,Disease,
ORPHA:206489,Malignant germ cell tumor of the vagina,Disease,
ORPHA:206492,Vulvovaginal rhabdomyosarcoma,Disease,
ORPHA:2065,Galloway-Mowat syndrome,Disease,
ORPHA:206538,Malignant non-dysgerminomatous germ cell tumor of ovary,Disease,
ORPHA:206546,Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,Disease,
ORPHA:206549,Anoctamin-5-related limb-girdle muscular dystrophy R12,Disease,
ORPHA:206554,Fukutin-related limb-girdle muscular dystrophy R13,Disease,
ORPHA:206559,POMT2-related limb-girdle muscular dystrophy R14,Disease,
ORPHA:206564,POMGNT1-related limb-girdle muscular dystrophy R15,Disease,
ORPHA:206569,Immune-mediated necrotizing myopathy,Disease,
ORPHA:206572,Overlap myositis,Disease,
ORPHA:206575,Rippling muscle disease with myasthenia gravis,Disease,
ORPHA:206580,Autosomal recessive lower motor neuron disease with childhood onset,Disease,
ORPHA:206583,Adult polyglucosan body disease,Disease,
ORPHA:206586,Neurolymphomatosis,Disease,
ORPHA:206594,Subacute inflammatory demyelinating polyneuropathy,Disease,
ORPHA:206599,Isolated asymptomatic elevation of creatine phosphokinase,Disease,
